gyro_x,gyro_y,gyro_z,acceleration_x,acceleration_y,acceleration_z,activity
-3.95,1.483,1.942,-0.08143,0.01437,9.908,1
-3.729,-0.1011,1.549,-0.05748,-0.01916,9.832,1
-0.9642,-0.7498,0.8085,-0.06467,0.01677,9.865,1
-1.116,-0.7156,-0.6612,-0.1078,0.03114,9.913,1
-0.1725,-0.69,-2.232,-1.77,7.571,5.913,1
1.301,-1.028,-3.855,-0.0958,-0.01437,9.884,1
1.685,-1.649,-5.287,-0.07185,0,9.858,1
2.447,-2.481,-6.081,-0.08143,0.0503,9.951,1
2.26,-2.546,-5.471,-2.297,5.331,5.013,1
-0.6245,-1.553,-3.518,-0.07185,0.01198,9.894,1
-0.2555,0.3131,-0.4047,-0.06467,0.02874,9.896,1
0.8782,2.185,2.689,-0.08862,0.02874,9.846,1
-0.346,3.112,4.943,-0.06946,0.03832,9.954,1
-0.3789,3.023,5.947,-0.05509,0,9.844,1
-0.5732,2.485,4.711,-7.774,-0.05509,5.415,1
-4.557,0.6258,2.797,-0.05269,-0.002395,9.877,1
-2.04,-0.321,1.972,-9.781,3.753,4.074,1
0.3553,-0.2184,0.8891,-0.06227,0.03114,9.913,1
-0.06251,-0.321,-0.3424,-0.07904,0.00958,9.863,1
-0.02098,-0.3528,-1.384,-0.07185,0.05748,9.887,1
0.01079,-0.3858,-2.583,-0.06946,0.02395,9.901,1
0.9234,-0.4163,-3.681,-0.08143,0.04311,9.891,1
2.607,-0.8671,-4.425,-0.06467,0.02395,9.856,1
1.885,-1.097,-4.645,-0.05748,0.05269,9.875,1
-0.357,-0.8219,-4.081,-0.07185,0.02635,9.863,1
-1.378,-0.1817,-2.556,-0.05988,0.00479,9.865,1
-0.1969,0.5415,0.03638,-0.0503,0.02874,9.894,1
0.3761,1.407,2.884,-0.05748,0.0503,9.908,1
-0.1163,2.146,5.048,-0.06227,0.04072,9.887,1
-0.126,2.179,5.539,-4.179,-5.846,-6.649,1
-1.846,1.266,4.204,-0.3664,0.9724,10.74,1
-2.815,0.7529,2.095,-0.04072,0.01677,9.899,1
-1.296,0.03695,1.079,-6.414,6.318,3.791,1
-0.06618,-0.3125,0.2673,-2.749,6.651,4.577,1
0.3565,-0.558,-0.572,-0.02874,0.03353,9.865,1
0.1391,-0.6032,-1.25,-0.07185,0.007185,9.925,1
0.6033,-0.6313,-1.995,-0.04311,0.03353,9.848,1
2.156,-0.839,-3.028,-0.08622,0.02635,9.906,1
2.521,-1.618,-4.041,-0.1102,-0.02156,9.877,1
2.217,-2.08,-4.486,-0.03593,0.03114,9.891,1
1.923,-2.042,-3.983,-0.0479,0.00479,9.839,1
1.185,-1.165,-2.583,-0.0479,0.01437,9.827,1
0.1134,0.3363,-0.456,-0.05988,-0.00958,9.82,1
0.05844,1.812,2.209,-5.154,2.23,8.404,1
-1.814,2.758,4.061,-0.06227,0.002395,9.908,1
-2.576,1.823,4.433,-0.07425,0.00479,9.875,1
-2.438,0.93,3.643,-1.856,7.537,6.186,1
-2.581,1.024,2.569,-0.04551,0.0479,9.844,1
-1.531,0.2605,2.061,-0.03114,0.01198,9.918,1
-1.1,-0.1207,1.247,-0.08383,0.06467,9.851,1
-0.4241,-0.08034,0.1329,-2.675,1.926,8.95,1
0.1574,-0.1255,-1.103,-0.07904,0.03114,9.913,1
0.5141,-0.2795,-2.263,-0.05509,0.03832,9.865,1
0.9821,-0.4982,-3.354,-0.0503,0.00479,9.891,1
2.216,-0.701,-4.242,-1.763,2.884,9.19,1
2.669,-1.188,-4.623,-0.05748,0.01916,9.901,1
2.466,-1.436,-4.122,-0.06946,0,9.875,1
1.589,-0.8806,-2.648,-0.08143,-0.02874,9.935,1
0.3883,0.6038,-0.4413,-0.01437,0.03832,9.92,1
-0.03686,2.246,2.332,-0.02874,0.01677,9.848,1
-0.4901,3.552,4.22,-0.05509,0.05988,9.879,1
-1.489,3.356,4.336,-0.02395,0.02156,9.846,1
-1.15,2.939,3.096,-7.492,0.5389,6.249,1
-2.303,2.186,1.86,-0.0503,0.03832,9.815,1
-1.99,1.006,1.197,-0.08622,0.02874,9.923,1
-0.6196,-0.6216,0.5849,-0.0958,-0.00958,9.858,1
-1.216,-1.35,-0.2617,-0.06706,-0.002395,9.872,1
0.5459,-1.276,-1.483,-0.08622,0.01677,9.899,1
1.07,-1.303,-3.178,-3.719,-8.138,-5.418,1
1.977,-1.472,-4.529,-1.669,-8.754,0.2132,1
2.458,-1.917,-4.984,-1.77,7.556,6.059,1
1.966,-1.984,-4.287,-0.05748,0.00479,9.891,1
0.4873,-1.081,-2.802,0.00958,-0.03832,9.822,1
1.163,0.1408,-0.6478,-0.04072,0.03593,9.853,1
1.152,1.424,1.754,-3.576,-8.169,-5.748,1
-1.356,2.589,3.996,-0.05748,0.02874,9.82,1
-2.037,2.561,5.352,-0.07185,0.02156,9.805,1
-1.97,2.214,4.951,-1.178,6.998,7.202,1
-3.658,1.641,3.506,-0.04311,0.007185,9.899,1
-2.34,0.8237,2.226,-0.6467,1.746,8.433,1
-0.3789,0.2727,0.861,-0.04311,0.03114,9.97,1
-0.2177,-0.3357,-0.4499,-0.07664,0.01677,9.846,1
-0.2152,-0.6949,-1.846,-0.09341,0.02156,9.884,1
0.706,-1.276,-3.846,-0.06467,0.01916,9.875,1
3.386,-2.551,-5.398,-2.63,-10.22,-5.056,1
3.456,-3.91,-5.571,-1.004,-7.235,-6.244,1
1.043,-3.903,-4.758,-0.02874,0.01437,9.858,1
0.0169,-1.941,-3.213,-0.04551,0.02395,9.925,1
1.031,0.7517,-1.284,-0.09341,-0.002395,9.882,1
0.8697,2.384,1.275,-0.07185,0.02156,9.851,1
-1.435,3.364,4.105,-0.06706,0.01198,9.872,1
-2.198,2.771,6.05,-0.03353,0.02395,9.87,1
-1.548,1.735,5.997,-5.204,-0.08143,6.605,1
-2.962,1.267,4.337,-0.04311,-0.02156,9.947,1
-3.731,0.9716,2.59,-3.006,-9.566,-0.8694,1
-1.224,0.7346,1.576,-0.0503,0.01198,9.858,1
-0.225,0.445,0.2734,-1.665,7.494,6.007,1
0.3956,-0.2392,-0.8604,-0.05988,0.01916,9.86,1
-0.1578,-0.701,-2.082,-0.0479,0.05988,9.832,1
1.597,-1.038,-3.281,-0.02395,0.03353,9.867,1
2.411,-1.488,-4.313,0.1605,3.616,17.76,1
1.859,-1.885,-4.884,-0.05988,0.00958,9.887,1
1.984,-2.016,-4.588,-3.755,7.369,6.524,1
1.514,-1.628,-3.502,-0.07664,0.02874,9.901,1
1.99,-0.6741,-1.644,-0.0503,0.00958,9.856,1
3.688,1.031,0.6338,-0.05748,0.002395,9.879,1
-0.2983,3.393,3.578,-0.05509,0.01437,9.853,1
-2.292,3.702,5.461,-0.05509,0.01677,9.918,1
-1.753,3.045,5.377,-1.849,7.523,6.069,1
-3.133,2.248,3.595,-0.08622,0.06946,9.889,1
-3.812,1.35,2.173,-0.04072,0.00479,9.839,1
-0.9055,0.6881,1.116,-0.05748,0.01916,9.86,1
0.1977,0.2703,-0.0748,-0.07185,0.03114,9.858,1
0.2307,-0.1194,-1.14,-4.258,-3.77,14.29,1
0.4555,-0.5409,-2.021,-0.07425,0.01437,9.896,1
1.25,-0.993,-2.957,-1.174,1.401,9.554,1
1.582,-1.521,-3.9,-0.0479,0.01437,9.877,1
1.881,-1.869,-4.377,-0.0503,-0.02635,9.875,1
2.091,-1.874,-4.06,-0.1389,0.1605,9.688,1
1.482,-1.287,-3.125,-0.06467,0.00479,9.856,1
0.5545,0.1041,-1.513,-0.0479,0.03114,9.879,1
0.6498,1.519,0.6497,-0.03353,0.00479,9.918,1
-1.026,3.239,3.417,-0.03593,0.03353,9.901,1
-1.899,3.327,5.094,-0.06706,-0.03353,9.884,1
-2.043,2.279,4.623,-0.06227,0.04551,9.851,1
-2.754,1.563,2.937,-0.09101,0.002395,9.872,1
-3.265,0.7578,1.994,-0.05988,0.01916,9.889,1
-1.402,0.12,1.402,-0.06467,0,9.901,1
-0.5451,-0.3174,0.4933,-0.05269,0.02635,9.798,1
-0.3948,-0.6228,-0.4841,-0.07664,0.01677,9.899,1
0.02056,-0.7474,-1.36,-0.06467,0.01916,9.882,1
0.5203,-0.9197,-2.284,-0.05748,0.03114,9.913,1
1.219,-1.214,-3.18,-0.08622,0.02635,9.872,1
1.801,-1.583,-3.857,-0.0958,0.01677,9.858,1
2.271,-1.648,-3.899,-0.04072,0.02156,9.913,1
1.848,-1.385,-3.32,-0.04072,0.02635,9.863,1
0.4885,-0.4591,-2.147,-2.515,-6.656,-7.269,1
0.6766,0.9447,0.1109,-0.05988,0.002395,9.846,1
0.4543,2.418,2.711,-0.08143,0.01916,9.889,1
-0.5451,3.215,4.493,-0.08383,0.03832,9.867,1
-1.151,2.48,4.322,-4.383,6.665,5.609,1
-2.483,1.819,2.977,-0.06706,0.03593,9.877,1
-3.795,0.9813,2.086,-0.05509,0.05509,9.927,1
-1.684,0.1457,1.656,-0.01916,0,9.829,1
-1.006,-0.4114,0.745,-0.007185,0.01916,9.863,1
-0.8554,-0.7156,-0.4572,-0.08862,0.00958,9.894,1
0.3174,-0.8464,-1.701,-1.911,3.078,9.094,1
0.7341,-1.082,-3.008,-0.02874,0.03832,9.887,1
1.631,-1.444,-3.95,-0.05269,-0.00958,9.87,1
2.146,-1.682,-4.05,-0.06227,-0.00958,9.844,1
1.798,-1.528,-3.366,-0.103,0,9.879,1
1.738,-1.069,-2.517,-0.07425,0.05748,9.856,1
0.9173,-0.3088,-1.796,-0.03114,0.03353,9.858,1
-0.6379,0.5721,-0.7406,-0.06946,0.02874,9.903,1
-0.1163,1.369,1.455,-0.03353,0.00479,9.908,1
-0.3105,2.37,3.892,-0.06227,0.02395,9.882,1
-1.365,2.038,5.138,-0.06467,0.002395,9.911,1
-1.759,1.47,4.741,-0.07425,0.002395,9.848,1
-3.321,0.7456,3.743,-0.0503,0.01677,9.915,1
-2.88,0.2043,2.855,-0.05988,0.00958,9.846,1
-1.483,-0.005811,1.538,-0.07425,0.05269,9.863,1
-0.5561,-0.09988,0.1451,-0.07185,0.01677,9.841,1
0.4616,-0.2282,-1.022,-2.565,1.044,10.65,1
0.3138,-0.4505,-2.056,-0.08622,0.02156,9.846,1
0.811,-0.7034,-2.987,-0.08383,0.04311,9.824,1
1.713,-1.126,-3.96,-0.08383,0,9.817,1
2.488,-1.655,-4.581,-0.0503,-0.01437,9.908,1
2.272,-2.078,-4.414,-1.825,7.53,6.148,1
1.461,-1.647,-3.664,-0.05748,0.01677,9.836,1
0.02301,-0.4298,-2.513,-0.03593,0.02635,9.877,1
0.8941,0.8335,-0.5806,-0.1006,0.03832,9.827,1
0.3724,2.329,2.293,-0.06467,0.01916,9.903,1
-1.311,3.112,4.707,-0.04311,0.01437,9.848,1
-0.7784,2.507,5.68,-3.034,-6.114,-3.286,1
-2.143,1.885,4.265,-0.07664,0.05509,9.867,1
-4.146,1.052,2.799,-7.346,0.491,6.328,1
-1.911,0.4511,2,-0.0479,0.01677,9.889,1
-0.9776,0.1274,0.9698,-0.08383,0.01437,9.899,1
-0.7003,-0.03635,-0.1286,-5.717,-6.126,-5.516,1
0.2515,-0.1512,-1.047,-0.06946,0.002395,9.87,1
0.5129,-0.3674,-1.85,-0.07904,0.00958,9.896,1
1.071,-0.9343,-2.633,-0.05988,0.00479,9.889,1
1.611,-1.339,-3.789,-0.02395,0.02635,9.913,1
2.078,-1.781,-4.319,-0.08622,0.03593,9.93,1
2.148,-1.86,-4.125,-7.46,0.3425,6.481,1
1.493,-1.501,-3.432,-1.837,7.54,6.019,1
1.272,-0.5935,-1.687,-1.679,-0.4503,10.68,1
0.04255,0.792,0.9527,-2.364,-7.645,-5.956,1
-1.439,2.491,4.155,-0.08383,0.01437,9.774,1
-1.657,2.915,6.092,-0.03832,0.002395,9.867,1
-1.47,2.686,5.566,-0.06946,0.364,9.719,1
-4.072,1.648,3.54,-0.06946,0.03114,9.927,1
-2.125,0.5134,1.692,-0.06227,0.01677,9.884,1
-0.6025,-0.1219,0.04859,-0.0503,0.05509,9.877,1
-0.4486,-0.5593,-1.361,0.558,-0.01198,9.781,1
0.4091,-0.8354,-2.695,-0.04311,0.03593,9.889,1
0.9589,-1.174,-4.036,-0.03832,0.02635,9.844,1
2.04,-1.593,-5.034,-0.07425,0.05269,9.908,1
2.703,-2.187,-5.381,-0.03353,0.02156,9.86,1
2.449,-2.107,-4.786,-0.07185,-0.01677,9.841,1
1.344,-1.149,-3.299,-0.0479,-0.002395,9.863,1
0.9552,0.5024,-0.985,-0.07425,0.0479,9.858,1
0.06455,1.987,1.967,-2.714,0.3329,9.353,1
-1.537,3.133,4.775,-0.03593,0.01677,9.829,1
-2.221,3.117,6.172,-0.05269,-0.02156,9.937,1
-1.328,2.579,5.155,-0.04072,0.07185,9.901,1
-4.329,1.95,3.103,-0.09341,0.04551,9.889,1
-2.861,0.8494,1.928,-0.05509,0.01677,9.894,1
0.02789,0.434,1.039,-0.08143,-0.00479,9.872,1
-0.2592,0.219,0.03271,-0.0958,0.03353,9.87,1
0.4347,0.006406,-0.8604,-4.251,4.838,6.292,1
1.066,-0.3259,-1.89,-2.266,7.561,5.954,1
1.272,-0.8635,-3.173,-0.05988,0.05509,9.913,1
2.291,-1.715,-4.4,-0.05988,0.002395,9.834,1
2.302,-2.675,-4.888,-0.04551,-0.01916,9.829,1
2.283,-2.861,-4.425,-7.774,1.248,6.742,1
1.677,-2.102,-3.318,-1.784,7.508,6.009,1
2.14,0.2569,-1.264,-0.0479,0.02635,9.879,1
0.3944,2.622,1.269,-0.04072,0.02874,9.872,1
-1.25,4.066,3.903,-0.01916,0.0503,9.836,1
-1.432,3.739,4.959,-0.04311,0.03593,9.891,1
-3.127,2.472,4.21,-0.04551,0.00479,9.884,1
-3.99,1.134,3.092,-2.122,-6.217,-6.423,1
-2.461,0.2129,2.278,-3.202,1.765,8.292,1
-2.006,-0.2831,1.014,-0.02874,-0.00479,9.925,1
-0.5756,-0.2758,-0.5647,-0.0503,0.02635,9.918,1
0.9601,-0.4786,-2.279,-0.03593,0.007185,9.911,1
1.141,-1.028,-3.639,-0.06706,0.04311,9.86,1
1.725,-1.824,-4.633,-0.09341,0.02635,9.856,1
2.609,-2.464,-4.868,-0.06227,0.02156,9.86,1
2.661,-2.42,-4.267,-0.07904,0.007185,9.87,1
1.305,-1.526,-3.123,-3.375,-8.323,-4.752,1
0.4091,0.03695,-1.734,-0.03114,0.00958,9.901,1
0.2759,1.067,0.4395,-0.07904,-0.01677,9.884,1
-1.003,2.494,3.78,-0.07904,0.007185,9.889,1
-1.329,2.852,6.21,-0.08862,0.06946,9.903,1
-1.001,2.517,6.523,-0.08862,-0.00958,9.834,1
-4.082,1.509,4.565,-7.475,0.4934,6.261,1
-3.069,0.6393,2.601,-0.06227,0.00958,9.87,1
-1.758,0.05894,1.356,-0.05988,0.04311,9.901,1
-0.9275,0.0174,0.08158,-1.576,7.451,6.186,1
0.5826,-0.01803,-1.113,-0.02395,0.03593,9.887,1
0.7133,-0.2941,-2.144,-0.0479,0.05269,9.891,1
0.7243,-0.6387,-3.166,-2.453,10.35,0.879,1
2.344,-1.246,-4.324,-1.557,7.489,6.179,1
2.133,-2.349,-5.101,-0.03593,0.02156,9.879,1
2.039,-2.72,-4.743,-0.06946,0.01437,9.882,1
1.342,-1.763,-3.157,-0.06946,0.02156,9.875,1
1.368,0.3094,-0.9276,-2.52,-6.811,-4.699,1
-0.181,2.65,2.361,-0.02874,0.03114,9.906,1
-1.797,3.607,4.799,-0.08383,0,9.86,1
-1.278,2.948,5.623,-0.09341,-0.01198,9.841,1
-2.566,2.152,4.51,-0.05509,0.06467,9.899,1
-3.174,1.212,2.777,-0.09101,0.03832,9.832,1
-1.631,0.3815,1.732,-8.766,0.2587,6.826,1
-1.337,-0.343,0.7694,-0.07185,0.01198,9.93,1
0.337,-0.2929,-0.1994,-0.04072,0.0503,9.92,1
0.574,-0.3002,-1.348,-7.592,0.273,6.524,1
0.7646,-0.525,-2.447,-0.3137,7.956,4.972,1
1.84,-0.9575,-3.625,-0.08143,0.01916,9.894,1
3.511,-1.997,-4.544,-0.09101,0.03832,9.867,1
4.32,-3.256,-4.644,-1.741,6.641,4.598,1
3.493,-3.711,-3.453,-3.959,-4.574,-5.853,1
0.271,-2.523,-2.127,-0.08383,0.01677,9.872,1
-0.9825,-0.1133,-0.6075,-1.791,1.942,9.683,1
-0.01242,1.98,1.845,-0.06227,0.002395,9.798,1
-1.378,3.652,4.007,-3.379,-0.3377,8.83,1
-2.693,3.9,5.295,-0.0479,0.04311,9.86,1
-2.135,2.802,4.771,-0.02635,0.01198,9.889,1
-2.723,2.044,2.982,-1.827,7.542,6.009,1
-2.455,1.205,1.887,-1.492,1.236,7.144,1
-0.6233,0.6576,0.9185,-0.07185,0.002395,9.891,1
-0.1945,0.241,-0.1457,-0.04551,0.01677,9.87,1
0.05722,-0.09866,-1.171,-0.04551,0.02635,9.939,1
0.5911,-0.486,-2.265,-5.228,6.079,5.185,1
1.402,-1.016,-3.53,-0.1245,-3.209,10.37,1
1.781,-1.796,-4.809,-0.07904,-0.02874,9.901,1
2.349,-2.223,-5.328,-0.03832,0.02395,9.894,1
2.982,-2.116,-4.545,-4.088,-6.605,-4.766,1
3,-1.397,-2.964,-0.03593,0.02156,9.858,1
2.37,0.06138,-1.309,-0.02635,0.07425,9.817,1
0.7487,1.659,1.14,-1.497,2.457,9.575,1
-1.397,3.121,3.743,-0.08383,0.03114,9.887,1
-2.126,3.42,5.341,-0.07425,0.03832,9.879,1
-2.315,2.782,5.14,-0.07904,0.02395,9.949,1
-4.628,1.669,3.581,-0.05748,-0.01437,9.865,1
-3.687,0.7077,2.355,-0.05748,0.03114,9.913,1
-0.4278,0.1261,1.333,-0.0503,0.02395,9.901,1
-0.2397,-0.4285,0.07669,-0.04311,0.002395,9.856,1
-0.03197,-0.9636,-1.409,-0.06706,0.03114,9.891,1
0.8807,-1.763,-3.144,-0.04311,0.02874,9.841,1
1.518,-2.617,-4.601,-5.657,6.086,5.02,1
1.621,-3.201,-5.637,-0.05509,0.01198,9.92,1
1.799,-3.295,-5.757,-0.09101,0.0503,9.915,1
1.653,-2.658,-4.752,-0.07185,0.01677,9.832,1
0.7646,-1.163,-2.803,-0.06227,0.02395,9.915,1
-0.6917,0.9435,-0.4853,-4.61,6.747,4.989,1
-0.71,2.544,2.172,-0.08862,-0.007185,9.918,1
-1.075,3.709,4.65,-0.0503,0.002395,9.788,1
-1.727,4.129,6.602,-0.05269,0.03114,9.887,1
-1.68,3.282,6.723,-0.06946,0.04551,9.846,1
-3.525,2.369,4.574,-0.06467,0.01677,9.875,1
-3.102,1.176,2.608,-0.1078,0.01677,9.844,1
-0.8188,0.5818,1.659,-0.04072,0.007185,9.882,1
-0.7699,0.05039,0.6143,-0.0958,0.00958,9.937,1
-0.1639,-0.2868,-0.4352,-0.05988,-0.01198,9.906,1
0.7829,-0.5507,-1.508,-0.04311,0.05988,9.863,1
1.146,-0.9869,-2.688,-0.03832,-0.007185,9.877,1
1.302,-1.548,-4.078,-7.391,0.6634,6.5,1
2.013,-2.32,-5.347,-0.08383,0.01916,9.856,1
2.986,-3.086,-6.194,-0.05748,0,9.863,1
3.864,-3.394,-6.073,-0.07904,0.04311,9.887,1
4.559,-2.744,-4.483,-0.07185,0.06227,9.879,1
2.217,-0.9038,-2.818,-0.06467,-0.01677,9.906,1
-1.058,1.546,-0.5757,-0.08622,0.03353,9.911,1
-2.009,3.369,2.689,-1.724,7.47,6.045,1
-2.389,4.065,5.185,-0.02874,0.02156,9.872,1
-2.612,4.162,6.696,-0.09101,0.007185,9.889,1
0.1171,2.884,6.29,-0.07904,0.04072,9.839,1
1.022,2.62,3.995,-4.467,1.581,5.166,1
-0.1016,2.236,2.134,-0.07185,0.02635,9.927,1
-2.918,1.03,1.154,-0.05988,0.05509,9.882,1
-3.974,-0.2208,0.3455,-0.03353,0.02635,9.927,1
-0.6868,-0.6362,-0.5794,-0.07904,0.00479,9.867,1
-0.2617,-0.9417,-1.794,-0.06706,0.06706,9.923,1
-1.463,-1.444,-3.276,-0.07425,0.05269,9.834,1
0.8391,-1.92,-4.456,-0.0479,0.02395,9.894,1
2.411,-2.807,-5.084,-0.09341,0.01437,9.899,1
2.487,-2.882,-5.017,-0.05988,0.02395,9.889,1
1.818,-2.044,-4.229,-0.04551,0.04311,9.848,1
0.6229,-0.4469,-2.389,-0.0503,0.01677,9.808,1
0.4567,1.079,-0.07236,-0.02156,0.03114,9.858,1
-0.4657,2.629,2.699,-0.04072,0.05509,9.839,1
-1.344,3.56,4.906,-0.05509,0.01198,9.834,1
-0.9519,2.871,5.585,-0.05269,0.01437,9.899,1
-1.789,2.513,4.126,-0.08383,0.00958,9.879,1
-4.549,1.596,2.473,-7.506,0.2227,6.414,1
-2.964,0.6246,1.849,-0.07664,0.0503,9.836,1
-0.4498,0.2947,1.257,-0.06946,0.05269,9.908,1
-0.6563,0.252,0.2661,-0.08862,0.09341,9.87,1
-0.3191,-0.03147,-0.8311,-0.07185,0.02156,9.839,1
0.6229,-0.4371,-2.19,-0.07664,-0.00479,9.875,1
0.8245,-1.098,-3.548,-0.06706,0.03593,9.836,1
1.765,-1.904,-4.634,-0.0982,-0.002395,9.865,1
2.644,-2.48,-4.963,-0.0479,-0.01437,9.851,1
1.945,-2.361,-4.394,0.01198,0.03832,9.889,1
1.509,-1.391,-3.088,-0.05269,0.02635,9.822,1
0.8477,0.02962,-0.9141,-0.07425,0.00958,9.867,1
-0.214,1.353,2.003,-0.02156,0.04311,9.891,1
-0.9397,2.61,4.567,-0.01916,0.04311,9.899,1
-1.35,3.13,6.079,-0.07425,-0.01198,9.841,1
-1.463,2.981,5.584,-0.06467,-0.01916,9.911,1
-4.328,2.135,3.655,-0.08143,0.03114,9.956,1
-3.096,0.9398,2.091,-0.06946,0.04311,9.848,1
-1.177,-0.1707,1.083,-0.09101,0.02156,9.856,1
-0.9532,-0.4371,-0.00394,0,-0.04072,9.879,1
0.4433,-0.5116,-1.108,0.002395,0.04551,9.913,1
0.8355,-0.6423,-2.322,-1.854,2.814,9.151,1
1.08,-0.8622,-3.549,-0.05509,0.01437,9.817,1
2.358,-1.247,-4.394,-0.04072,0.03593,9.877,1
2.675,-1.805,-5.041,-0.07425,0.00479,9.927,1
2.561,-2.027,-5.047,-0.06467,0.02156,9.891,1
2.179,-1.813,-4.218,-0.0479,-0.00479,9.918,1
1.457,-0.8512,-2.582,-0.06946,0.01916,9.903,1
0.8501,0.5721,-0.6099,-0.09341,0.01437,9.879,1
-0.1028,1.977,1.722,-0.06467,0.00479,9.879,1
-1.663,3.29,4.025,-1.856,7.587,6.021,1
-1.626,3.504,5.827,1.679,-1.554,10.37,1
-2.88,3.156,6.18,-0.05988,-0.03593,9.947,1
-4.127,2.559,4.865,-0.0982,0.03593,9.882,1
-4.428,1.547,3.18,-0.01198,0.00479,9.906,1
-1.68,0.671,1.515,-0.04311,0.02635,9.92,1
-0.2788,0.4523,-0.2434,-0.04072,0.00958,9.915,1
0.2221,0.3155,-1.644,-0.04311,0.01437,9.903,1
0.822,0.1542,-2.659,-0.07425,0,9.796,1
1.058,0.00885,-3.479,-0.09341,0.02156,9.891,1
0.8807,-0.06445,-4.146,-0.0958,-0.03593,9.877,1
1.313,-0.1426,-4.826,-1.734,7.477,6.043,1
1.898,-0.4298,-5.507,-3.051,-8.066,-6.989,1
2.065,-0.7572,-5.86,-0.05509,0.002395,9.901,1
1.732,-0.7059,-5.624,-0.04551,0.002395,9.923,1
-0.1651,0.1432,-4.709,-0.04072,-0.02874,9.925,1
0.5056,1.209,-2.499,-0.06467,0.02874,9.87,1
-0.3814,2.607,0.6448,-0.05269,0.02395,9.925,1
-2.571,3.603,3.56,-0.01437,0.00479,9.848,1
-2.005,4.171,5.843,-0.05269,0.01198,9.906,1
-0.9238,4.055,6.238,-0.06467,0.01437,9.872,1
-2.783,3.32,4.623,-1.861,7.516,6.019,1
-3.799,2.044,3.34,-0.0503,-0.002395,9.856,1
-2.82,1.056,2.289,-0.03593,0.0503,9.875,1
-0.5671,0.4792,0.6338,-3.787,1.679,8.533,1
1.107,0.4817,-0.9642,-1.485,0.3305,6.943,1
1.06,0.4768,-2.163,-0.05988,0.02874,9.891,1
1.758,0.3644,-3.326,-0.07664,-0.02156,9.882,1
0.3639,-0.2941,-5.211,-1.768,7.535,5.935,1
1.556,-0.558,-8.836,-0.02874,-0.02395,9.87,1
4.835,-1.411,-10.41,-0.07425,-0.007185,9.884,1
4.894,-0.9808,-7.448,-0.05269,0.002395,9.879,1
1.066,0.8738,-2.504,-0.05509,0.05269,9.877,1
0.1183,2.381,2.414,-0.07425,-0.01916,9.891,1
-1.284,3.676,6.21,-0.05988,0.01916,9.882,1
-2.975,3.424,7.924,-0.05748,-0.03353,9.925,1
-3.861,2.656,8.19,-0.04072,0.01916,9.875,1
-0.2751,0.8323,7.03,-1.83,7.563,6.033,1
-1.471,1.177,4.774,-0.0503,0.04551,9.891,1
-3.734,0.7138,2.997,-0.02395,0.03114,9.865,1
-1.205,0.5024,1.124,-0.05269,0.03832,9.894,1
-0.1615,0.4132,-1.095,-3.394,-9.111,-4.745,1
-0.3252,-0.4505,-3.239,-0.02874,0.02635,9.851,1
-0.09061,-1.182,-4.805,-0.05269,0.03593,9.884,1
-2.106,-1.302,-6.395,-3.772,-7.429,-4.239,1
-0.335,-0.9759,-7.967,-0.06467,0.03114,9.92,1
2.631,-0.938,-8.849,-0.06706,0.02156,9.841,1
4.366,-0.8293,-7.507,-0.07904,0.01198,9.906,1
2.981,0.77,-3.018,-0.09101,0.02635,9.879,1
0.4176,2.585,1.419,-0.08383,-0.00958,9.839,1
-1.707,3.778,6.643,-0.0479,-0.01198,9.925,1
-3.763,3.493,9.456,-0.06227,0.01437,9.894,1
-2.026,1.791,9.898,-1.796,7.535,6.217,1
-0.1028,0.9337,8.122,-1.262,2.896,8.852,1
-3.345,-0.1158,5.008,-0.08383,-0.01198,9.872,1
-2.259,-0.5018,2.922,-0.05988,0.03114,9.899,1
-1.301,-0.5605,0.7108,-7.664,0.4072,6.536,1
-0.6551,-0.1243,-0.9923,-7.355,0.6443,6.435,1
-0.4559,0.06261,-2.64,-0.0479,-0.03114,9.913,1
0.3822,-0.05957,-4.361,-1.504,7.496,6.117,1
0.4311,-0.117,-6.028,-3.037,-7.128,-6.601,1
-0.6795,-0.02414,-8.044,-0.0503,-0.002395,9.865,1
3.474,-0.01192,-9.127,-7.48,0.1892,6.498,1
5.423,-1.268,-7.57,-0.04551,-0.01437,9.846,1
3.55,-0.4811,-4.132,-7.499,0.4551,6.285,1
-1.608,0.9105,-0.5024,-0.0479,-0.02635,9.87,1
-1.912,1.964,4.079,-0.0958,0.02156,9.872,1
-2.934,3.426,7.704,-0.115,0.02156,9.858,1
-2.886,1.944,8.182,-0.0503,0.05269,9.858,1
-1.086,0.5256,6.907,-0.06706,0.02874,9.858,1
-2.128,-0.4664,4.312,-7.322,0.9077,6.227,1
-2.493,-1.141,3.675,-0.07185,0.01916,9.877,1
-1.839,-1.213,1.748,-0.03593,0.0479,9.877,1
-0.831,-0.5531,-0.9251,-0.04072,0.01916,9.872,1
-0.01365,-0.2098,-2.609,-0.05988,0.00479,9.867,1
0.1256,-0.15,-4.114,-0.07664,0.02156,9.906,1
1.12,-0.2404,-5.745,-3.593,-5.453,-6.227,1
2.214,-0.5446,-7.536,-3.205,-7.956,-5.176,1
3.637,-0.9527,-8.396,-0.06706,-0.02156,9.853,1
2.496,-0.7327,-7.037,-3.897,6.682,5.87,1
2.212,1.113,-1.999,-0.1054,0.02635,9.894,1
